x,y,z
0.05033667242546628,0.15374445539174492,0.42201227871047425
0.058402708464468225,0.1721335916165157,0.4719372988216654
0.06694056351991588,0.19265075022450212,0.5277590132871237
0.07611611569429567,0.21555824158183737,0.5901744057473737
0.08608973338776277,0.2411469326900092,0.6599620631535432
0.09702135919235234,0.2697401700386724,0.7379916438670664
0.10907488543834276,0.30169803468020534,0.8252343586667832
0.12242203643413506,0.33742199599315226,0.9227745496874356
0.1372459296045831,0.37736003110317207,1.0318224468217523
0.15374445539174492,0.42201227871047425,1.153728169241427
0.1721335916165157,0.4719372988216654,1.289997018340037
0.19265075022450212,0.5277590132871237,1.442306073239685
0.21555824158183737,0.5901744057473737,1.6125220449776065
0.2411469326900092,0.6599620631535432,1.8027202621741245
0.2697401700386724,0.7379916438670664,2.015204537713076
0.30169803468020534,0.8252343586667832,2.2525274866765037
0.33742199599315226,0.9227745496874356,2.5175106084945265
0.37736003110317207,1.0318224468217523,2.813263081188738
0.42201227871047425,1.153728169241427,3.1431977026746627
0.4719372988216654,1.289997018340037,3.511041700312024
0.5277590132871237,1.442306073239685,3.920839146237029
0.5901744057473737,1.6125220449776065,4.376940374880654
0.6599620631535432,1.8027202621741245,4.883971993244328
0.7379916438670664,2.015204537713076,5.446778679930326
0.8252343586667832,2.2525274866765037,6.070324855611577
0.9227745496874356,2.5175106084945265,6.759540365710755
1.0318224468217523,2.813263081188738,7.519089508916947
1.153728169241427,3.1431977026746627,8.353037207701295
1.289997018340037,3.511041700312024,9.2643803249358
1.442306073239685,3.920839146237029,10.254407173222548
1.6125220449776065,4.376940374880654,11.321846249223205
1.8027202621741245,4.883971993244328,12.461769825209931
2.015204537713076,5.446778679930326,13.66423507834456
2.2525274866765037,6.070324855611577,14.912683321189386
2.5175106084945265,6.759540365710755,16.182187104095352
2.813263081188738,7.519089508916947,17.437745621200527
3.1431977026746627,8.353037207701295,18.632984507690082
3.511041700312024,9.2643803249358,19.70980198648701
3.920839146237029,10.254407173222548,20.5996693770574
4.376940374880654,11.321846249223205,21.227339321003445
4.883971993244328,12.461769825209931,21.51749152271605
5.446778679930326,13.66423507834456,21.40420973443923
6.070324855611577,14.912683321189386,20.842117871657614
6.759540365710755,16.182187104095352,19.816775650287237
7.519089508916947,17.437745621200527,18.351159718455616
8.353037207701295,18.632984507690082,16.505465434534045
9.2643803249358,19.70980198648701,14.369347483339412
10.254407173222548,20.5996693770574,12.0484214777037
11.321846249223205,21.227339321003445,9.64895165868995
12.461769825209931,21.51749152271605,7.264944184817548
13.66423507834456,21.40420973443923,4.970325263697309
14.912683321189386,20.842117871657614,2.816618639004086
16.182187104095352,19.816775650287237,0.8348148224703189
17.437745621200527,18.351159718455616,-0.9604984567877728
18.632984507690082,16.505465434534045,-2.566416006109658
19.70980198648701,14.369347483339412,-3.9874531076369637
20.5996693770574,12.0484214777037,-5.232201815260713
21.227339321003445,9.64895165868995,-6.310975675799382
21.51749152271605,7.264944184817548,-7.234317628902058
21.40420973443923,4.970325263697309,-8.012181286012723
20.842117871657614,2.816618639004086,-8.653598897173133
19.816775650287237,0.8348148224703189,-9.166678169681655
18.351159718455616,-0.9604984567877728,-9.558802942698916
16.505465434534045,-2.566416006109658,-9.83694101473075
14.369347483339412,-3.9874531076369637,-10.007984641972474
12.0484214777037,-5.232201815260713,-10.079066807725306
9.64895165868995,-6.310975675799382,-10.057811432720202
7.264944184817548,-7.234317628902058,-9.952489929945383
4.970325263697309,-8.012181286012723,-9.772070650682837
2.816618639004086,-8.653598897173133,-9.526161575100762
0.8348148224703189,-9.166678169681655,-9.224859074334676
-0.9604984567877728,-9.558802942698916,-8.878525398092714
-2.566416006109658,-9.83694101473075,-8.497523585300119
-3.9874531076369637,-10.007984641972474,-8.091940195951704
-5.232201815260713,-10.079066807725306,-7.6713238297160755
-6.310975675799382,-10.057811432720202,-7.2444617475526245
-7.234317628902058,-9.952489929945383,-6.819209406171182
-8.012181286012723,-9.772070650682837,-6.402379801032671
-8.653598897173133,-9.526161575100762,-5.999692413939325
-9.166678169681655,-9.224859074334676,-5.615776075817034
-9.558802942698916,-8.878525398092714,-5.254216513463041
-9.83694101473075,-8.497523585300119,-4.9176376814768865
-10.007984641972474,-8.091940195951704,-4.60780585496352
-10.079066807725306,-7.6713238297160755,-4.325746424501677
-10.057811432720202,-7.2444617475526245,-4.0718649405961544
-9.952489929945383,-6.819209406171182,-3.846065820387408
-9.772070650682837,-6.402379801032671,-3.647863977710309
-9.526161575100762,-5.999692413939325,-3.4764862950197513
-9.224859074334676,-5.615776075817034,-3.3309612349660753
-8.878525398092714,-5.254216513463041,-3.210195966107575
-8.497523585300119,-4.9176376814768865,-3.113041167033747
-8.091940195951704,-4.60780585496352,-3.0383442132042564
-7.6713238297160755,-4.325746424501677,-2.9849917865635036
-7.2444617475526245,-4.0718649405961544,-2.9519431249154544
-6.819209406171182,-3.846065820387408,-2.938255186974569
-6.402379801032671,-3.647863977710309,-2.9431009841929354
-5.999692413939325,-3.4764862950197513,-2.9657822491812995
-5.615776075817034,-3.3309612349660753,-3.005737493599336
-5.254216513463041,-3.210195966107575,-3.0625463709999905
-4.9176376814768865,-3.113041167033747,-3.1359311128651237
-4.60780585496352,-3.0383442132042564,-3.2257556558532183
-4.325746424501677,-2.9849917865635036,-3.3320229290747307
-4.0718649405961544,-2.9519431249154544,-3.454870623744936
-3.846065820387408,-2.938255186974569,-3.5945656238422483
-3.647863977710309,-2.9431009841929354,-3.7514971341268075
-3.4764862950197513,-2.9657822491812995,-3.9261683988055345
-3.3309612349660753,-3.005737493599336,-4.119186757385477
-3.210195966107575,-3.0625463709999905,-4.331251630634473
-3.113041167033747,-3.1359311128651237,-4.563139865907094
-3.0383442132042564,-3.2257556558532183,-4.815687694752338
-2.9849917865635036,-3.3320229290747307,-5.089768365234708
-2.9519431249154544,-3.454870623744936,-5.386264307431686
-2.938255186974569,-3.5945656238422483,-5.706032477241874
-2.9431009841929354,-3.7514971341268075,-6.0498613104124654
-2.9657822491812995,-3.9261683988055345,-6.418417522924091
-3.005737493599336,-4.119186757385477,-6.81218084413325
-3.0625463709999905,-4.331251630634473,-7.231364709326487
-3.1359311128651237,-4.563139865907094,-7.675821032732918
-3.2257556558532183,-4.815687694752338,-8.144927519834264
-3.3320229290747307,-5.089768365234708,-8.637456677267233
-3.454870623744936,-5.386264307431686,-9.151426887706224
-3.5945656238422483,-5.706032477241874,-9.68393780754977
-3.7514971341268075,-6.0498613104124654,-10.23099509455719
-3.9261683988055345,-6.418417522924091,-10.787333227483025
-4.119186757385477,-6.81218084413325,-11.346249992897148
-4.331251630634473,-7.231364709326487,-11.899471948837132
-4.563139865907094,-7.675821032732918,-12.437076377296654
-4.815687694752338,-8.144927519834264,-12.947500995865198
-5.089768365234708,-8.637456677267233,-13.417676527674587
-5.386264307431686,-9.151426887706224,-13.833317058531811
-5.706032477241874,-9.68393780754977,-14.17939649072881
-6.0498613104124654,-10.23099509455719,-14.440824039522555
-6.418417522924091,-10.787333227483025,-14.60330639490755
-6.81218084413325,-11.346249992897148,-14.654349958068304
-7.231364709326487,-11.899471948837132,-14.584317927996198
-7.675821032732918,-12.437076377296654,-14.387422188992042
-8.144927519834264,-12.947500995865198,-14.062509786803531
-8.637456677267233,-13.417676527674587,-13.613508739029353
-9.151426887706224,-13.833317058531811,-13.049433722954621
-9.68393780754977,-14.17939649072881,-12.383915841049632
-10.23099509455719,-14.440824039522555,-11.634299270842046
-10.787333227483025,-14.60330639490755,-10.820421406220742
-11.346249992897148,-14.654349958068304,-9.963242306421186
-11.899471948837132,-14.584317927996198,-9.083501631703365
-12.437076377296654,-14.387422188992042,-8.200556506009278
-12.947500995865198,-14.062509786803531,-7.331502801646202
-13.417676527674587,-13.613508739029353,-6.490621876828219
-13.833317058531811,-13.049433722954621,-5.6891405720260355
-14.17939649072881,-12.383915841049632,-4.935254303593783
-14.440824039522555,-11.634299270842046,-4.234344294028441
-14.60330639490755,-10.820421406220742,-3.58931768592051
-14.654349958068304,-9.963242306421186,-3.0010080604710088
-14.584317927996198,-9.083501631703365,-2.468588030652194
-14.387422188992042,-8.200556506009278,-1.9899606714389568
-14.062509786803531,-7.331502801646202,-1.562109881091537
-13.613508739029353,-6.490621876828219,-1.1814001552478093
-13.049433722954621,-5.6891405720260355,-0.843823556378771
-12.383915841049632,-4.935254303593783,-0.5451962915214967
-11.634299270842046,-4.234344294028441,-0.2813098923439944
-10.820421406220742,-3.58931768592051,-0.048043138235601884
-9.963242306421186,-3.0010080604710088,0.15855891416978507
-9.083501631703365,-2.468588030652194,0.342232752280476
-8.200556506009278,-1.9899606714389568,0.5064656392573292
-7.331502801646202,-1.562109881091537,0.6544815320548676
-6.490621876828219,-1.1814001552478093,0.7892396915182545
-5.6891405720260355,-0.843823556378771,0.9134426783108968
-4.935254303593783,-0.5451962915214967,1.0295510478776815
-4.234344294028441,-0.2813098923439944,1.1398025985607387
-3.58931768592051,-0.048043138235601884,1.2462344889869386
-3.0010080604710088,0.15855891416978507,1.350706928475308
-2.468588030652194,0.342232752280476,1.4549274642401264
-1.9899606714389568,0.5064656392573292,1.5604751490825142
-1.562109881091537,0.6544815320548676,1.668824080457544
-1.1814001552478093,0.7892396915182545,1.781365963128719
-0.843823556378771,0.9134426783108968,1.899431469175323
-0.5451962915214967,1.0295510478776815,2.024310256129819
-0.2813098923439944,1.1398025985607387,2.157269560789077
-0.048043138235601884,1.2462344889869386,2.2995713160876683
0.15855891416978507,1.350706928475308,2.4524877436568966
0.342232752280476,1.4549274642401264,2.617315356585399
0.5064656392573292,1.5604751490825142,2.795387265622594
0.6544815320548676,1.668824080457544,2.9880836166666827
0.7892396915182545,1.781365963128719,3.196839895718969
0.9134426783108968,1.899431469175323,3.423152716228495
1.0295510478776815,2.024310256129819,3.6685825483754964
1.1398025985607387,2.157269560789077,3.9347526547567155
1.2462344889869386,2.2995713160876683,4.223343255751032
1.350706928475308,2.4524877436568966,4.5360796539311234
1.4549274642401264,2.617315356585399,4.874712694391108
1.5604751490825142,2.795387265622594,5.240989523426099
1.668824080457544,2.9880836166666827,5.636612133566643
1.781365963128719,3.196839895718969,6.0631806601136375
1.899431469175323,3.423152716228495,6.522117850732978
2.024310256129819,3.6685825483754964,7.014570618472967
2.157269560789077,3.9347526547567155,7.541284201039199
2.2995713160876683,4.223343255751032,8.10244433115248
2.4524877436568966,4.5360796539311234,8.697483194143985
2.617315356585399,4.874712694391108,9.324846123095197
2.795387265622594,5.240989523426099,9.981718379750093
2.9880836166666827,5.636612133566643,10.663715515429107
3.196839895718969,6.0631806601136375,11.364547285904797
3.423152716228495,6.522117850732978,12.075674444900095
3.6685825483754964,7.014570618472967,12.785990236682718
3.9347526547567155,7.541284201039199,13.481573706134204
4.223343255751032,8.10244433115248,14.145578584929998
4.5360796539311234,8.697483194143985,14.758336341857383
4.874712694391108,9.324846123095197,15.297759709814722
5.240989523426099,9.981718379750093,15.740126269177532
5.636612133566643,10.663715515429107,16.061292250329977
6.0631806601136375,11.364547285904797,16.23832834195422
6.522117850732978,12.075674444900095,16.251482122577222
7.014570618472967,12.785990236682718,16.08626735926279
7.541284201039199,13.481573706134204,15.735384506502255
8.10244433115248,14.145578584929998,15.200125556797119
8.697483194143985,14.758336341857383,14.490944766247098
9.324846123095197,15.297759709814722,13.626999909419663
9.981718379750093,15.740126269177532,12.634666849036469
10.663715515429107,16.061292250329977,11.545247949916147
11.364547285904797,16.23832834195422,10.392261011469202
12.075674444900095,16.251482122577222,9.2087552704042
12.785990236682718,16.08626735926279,8.025042444747593
13.481573706134204,15.735384506502255,6.867087083840936
14.145578584929998,15.200125556797119,5.755629949507891
14.758336341857383,14.490944766247098,4.705974845188344
15.297759709814722,13.626999909419663,3.7282830087453958
15.740126269177532,12.634666849036469,2.8281922072536245
16.061292250329977,11.545247949916147,2.0075942835761804
16.23832834195422,10.392261011469202,1.2654439539121296
16.251482122577222,9.2087552704042,0.5985155402901537
16.08626735926279,8.025042444747593,0.002062415747775659
15.735384506502255,6.867087083840936,-0.529637979275328
15.200125556797119,5.755629949507891,-1.0028526544255867
14.490944766247098,4.705974845188344,-1.424064275312878
13.626999909419663,3.7282830087453958,-1.7997299047616193
12.634666849036469,2.8281922072536245,-2.1361113106206147
11.545247949916147,2.0075942835761804,-2.439161951378887
10.392261011469202,1.2654439539121296,-2.7144576761781685
9.2087552704042,0.5985155402901537,-2.9671603236052984
8.025042444747593,0.002062415747775659,-3.202005445278085
6.867087083840936,-0.529637979275328,-3.423307170218086
5.755629949507891,-1.0028526544255867,-3.634974722585339
4.705974845188344,-1.424064275312878,-3.8405363193566147
3.7282830087453958,-1.7997299047616193,-4.043167139116092
